,species,metabolite,activity,type
6964,Ralstonia_pickettii,Methylamine,Consumption (import),Microbe
6965,Ralstonia_pickettii,Nitrate,Consumption (import),Microbe
6966,Ralstonia_pickettii,Triglyceride,Macromolecule degradation,Microbe
6967,Rhizobium_leguminosarum,Biotin,Consumption (import),Microbe
6968,Rhizobium_leguminosarum,L-Malate,Consumption (import),Microbe
6969,Rhizobium_leguminosarum,Succinate,Consumption (import),Microbe
6970,Rhodobacter_capsulatus,Biotin,Consumption (import),Microbe
6971,Rhodobacter_capsulatus,L-Malate,Consumption (import),Microbe
6972,Rhodobacter_capsulatus,Succinate,Consumption (import),Microbe
6973,Rhodopseudomonas_palustris,L-Malate,Consumption (import),Microbe
6974,Rhodospirillum_rubrum,Biotin,Consumption (import),Microbe
6975,Rhodospirillum_rubrum,Formate,Production (export),Microbe
6976,Rhodothermus_marinus,Cellulose,Macromolecule degradation,Microbe
6977,Roseburia_hominis,Acetate,Consumption (import),Microbe
6978,Roseburia_hominis,Butyrate,Production (export),Microbe
6979,Roseburia_hominis,CO2,Production (export),Microbe
6980,Roseburia_hominis,Cellobiose,Consumption (import),Microbe
6981,Roseburia_hominis,D-Arabinose,Consumption (import),Microbe
6982,Roseburia_hominis,D-Fructose,Consumption (import),Microbe
6983,Roseburia_hominis,D-Glucose,Consumption (import),Microbe
6984,Roseburia_hominis,D-Sorbitol,Consumption (import) (-),Microbe
6985,Roseburia_hominis,D-Xylose,Consumption (import),Microbe
6986,Roseburia_hominis,Ethanol,Production (export),Microbe
6987,Roseburia_hominis,Formate,Production (export),Microbe
6988,Roseburia_hominis,Fructan,Macromolecule degradation (-),Microbe
6989,Roseburia_hominis,Glycerol,Consumption (import),Microbe
6990,Roseburia_hominis,H2,Production (export),Microbe
6991,Roseburia_hominis,L-Lactate,Production (export),Microbe
6992,Roseburia_hominis,Linoleic acid,Consumption (import),Microbe
6993,Roseburia_hominis,Maltose,Consumption (import),Microbe
6994,Roseburia_hominis,Melibiose,Consumption (import),Microbe
6995,Roseburia_hominis,Propanoate,Production (export),Microbe
6996,Roseburia_hominis,Raffinose,Consumption (import),Microbe
6997,Roseburia_hominis,Sucrose,Consumption (import) (-),Microbe
6998,Roseburia_hominis,Xylan,Macromolecule degradation (-),Microbe
6999,Roseburia_intestinalis,Acetate,Consumption (import),Microbe
7000,Roseburia_intestinalis,Butyrate,Production (export),Microbe
7001,Roseburia_intestinalis,CO2,Production (export),Microbe
7002,Roseburia_intestinalis,Cellobiose,Consumption (import),Microbe
7003,Roseburia_intestinalis,D-Arabinose,Consumption (import),Microbe
7004,Roseburia_intestinalis,D-Fructose,Consumption (import),Microbe
7005,Roseburia_intestinalis,D-Glucose,Consumption (import),Microbe
7006,Roseburia_intestinalis,D-Mannitol,Consumption (import) (-),Microbe
7007,Roseburia_intestinalis,D-Ribose,Consumption (import) (-),Microbe
7008,Roseburia_intestinalis,D-Xylose,Consumption (import),Microbe
7009,Roseburia_intestinalis,Ethanol,Production (export),Microbe
7010,Roseburia_intestinalis,FOS,Consumption (import),Microbe
7011,Roseburia_intestinalis,Formate,Production (export),Microbe
7012,Roseburia_intestinalis,Fructan,Macromolecule degradation,Microbe
7013,Roseburia_intestinalis,H2,Production (export),Microbe
7014,Roseburia_intestinalis,L-Lactate,"Consumption (import), Production (export)",Microbe
7015,Roseburia_intestinalis,L-Rhamnose,Consumption (import) (-),Microbe
7016,Roseburia_intestinalis,Linoleic acid,Consumption (import),Microbe
7017,Roseburia_intestinalis,Maltose,Consumption (import),Microbe
7018,Roseburia_intestinalis,Melibiose,Consumption (import),Microbe
7019,Roseburia_intestinalis,Propanoate,Production (export),Microbe
7020,Roseburia_intestinalis,Raffinose,Consumption (import),Microbe
7021,Roseburia_intestinalis,Starch,Macromolecule degradation,Microbe
7022,Roseburia_intestinalis,Sucrose,Consumption (import),Microbe
7023,Roseburia_intestinalis,Trehalose,Consumption (import) (-),Microbe
7024,Roseburia_intestinalis,XOS,Consumption (import),Microbe
7025,Roseburia_intestinalis,Xylan,Macromolecule degradation,Microbe
7026,Roseburia_inulinivorans,Acetate,Consumption (import),Microbe
7027,Roseburia_inulinivorans,Butyrate,Production (export),Microbe
7028,Roseburia_inulinivorans,CO2,Production (export),Microbe
7029,Roseburia_inulinivorans,Ethanol,Production (export),Microbe
7030,Roseburia_inulinivorans,FOS,Consumption (import),Microbe
7031,Roseburia_inulinivorans,Formate,Production (export),Microbe
7032,Roseburia_inulinivorans,Fructan,Macromolecule degradation,Microbe
7033,Roseburia_inulinivorans,H2,Production (export),Microbe
7034,Roseburia_inulinivorans,L-Fucose,Consumption (import),Microbe
7035,Roseburia_inulinivorans,L-Lactate,Production (export),Microbe
7036,Roseburia_inulinivorans,Linoleic acid,Consumption (import),Microbe
7037,Roseburia_inulinivorans,Propanoate,Production (export),Microbe
7038,Roseburia_inulinivorans,Propanol,Production (export),Microbe
7039,Roseburia_inulinivorans,Starch,Macromolecule degradation,Microbe
7040,Roseburia_inulinivorans,XOS,Consumption (import),Microbe
7041,Roseburia_inulinivorans,Xylan,Macromolecule degradation (-),Microbe
7042,Roseobacter_denitrificans,L-Malate,Consumption (import),Microbe
7043,Roseobacter_denitrificans,Nitrate,Consumption (import),Microbe
7044,Roseobacter_denitrificans,Succinate,Consumption (import),Microbe
7045,Ruminiclostridium_cellobioparum,Acetate,Production (export),Microbe
7046,Ruminiclostridium_cellobioparum,CO2,Production (export),Microbe
7047,Ruminiclostridium_cellobioparum,Cellobiose,Consumption (import),Microbe
7048,Ruminiclostridium_cellobioparum,Cellulose,Macromolecule degradation,Microbe
7049,Ruminiclostridium_cellobioparum,D-Arabinose,Consumption (import) (-),Microbe
7050,Ruminiclostridium_cellobioparum,D-Fructose,Consumption (import),Microbe
7051,Ruminiclostridium_cellobioparum,D-Galactose,Consumption (import),Microbe
7052,Ruminiclostridium_cellobioparum,D-Glucose,Consumption (import),Microbe
7053,Ruminiclostridium_cellobioparum,D-Mannitol,Consumption (import),Microbe
7054,Ruminiclostridium_cellobioparum,D-Mannose,Consumption (import),Microbe
7055,Ruminiclostridium_cellobioparum,D-Ribose,Consumption (import),Microbe
7056,Ruminiclostridium_cellobioparum,D-Sorbitol,Consumption (import),Microbe
7057,Ruminiclostridium_cellobioparum,D-Xylose,Consumption (import),Microbe
7058,Ruminiclostridium_cellobioparum,Ethanol,Production (export),Microbe
7059,Ruminiclostridium_cellobioparum,Formate,Production (export),Microbe
7060,Ruminiclostridium_cellobioparum,Galactitol,Consumption (import) (-),Microbe
7061,Ruminiclostridium_cellobioparum,Glycerol,Consumption (import),Microbe
7062,Ruminiclostridium_cellobioparum,H2,Production (export),Microbe
7063,Ruminiclostridium_cellobioparum,L-Lactate,Production (export),Microbe
7064,Ruminiclostridium_cellobioparum,L-Rhamnose,Consumption (import) (-),Microbe
7065,Ruminiclostridium_cellobioparum,L-Sorbose,Consumption (import),Microbe
7066,Ruminiclostridium_cellobioparum,Lactose,Consumption (import),Microbe
7067,Ruminiclostridium_cellobioparum,Maltose,Consumption (import),Microbe
7068,Ruminiclostridium_cellobioparum,Melibiose,Consumption (import),Microbe
7069,Ruminiclostridium_cellobioparum,Pectin,Macromolecule degradation (-),Microbe
7070,Ruminiclostridium_cellobioparum,Raffinose,Consumption (import) (-),Microbe
7071,Ruminiclostridium_cellobioparum,Ribitol,Consumption (import) (-),Microbe
7072,Ruminiclostridium_cellobioparum,Starch,Macromolecule degradation (-),Microbe
7073,Ruminiclostridium_cellobioparum,Sucrose,Consumption (import) (-),Microbe
7074,Ruminiclostridium_cellobioparum,Trehalose,Consumption (import) (-),Microbe
7075,Ruminiclostridium_cellulolyticum,Acetate,Production (export),Microbe
7076,Ruminiclostridium_cellulolyticum,CO2,Production (export),Microbe
7077,Ruminiclostridium_cellulolyticum,Cellobiose,Consumption (import),Microbe
7078,Ruminiclostridium_cellulolyticum,Cellulose,Macromolecule degradation,Microbe
7079,Ruminiclostridium_cellulolyticum,D-Glucose,Consumption (import),Microbe
7080,Ruminiclostridium_cellulolyticum,Ethanol,Production (export),Microbe
7081,Ruminiclostridium_cellulolyticum,H2,Production (export),Microbe
7082,Ruminiclostridium_cellulolyticum,"Hemicellulose, not specified",Macromolecule degradation,Microbe
7083,Ruminiclostridium_cellulolyticum,L-Lactate,Production (export),Microbe
7084,Ruminiclostridium_cellulolyticum,Pectin,Macromolecule degradation,Microbe
7085,Ruminiclostridium_cellulolyticum,Pyruvate,Production (export),Microbe
7086,Ruminiclostridium_papyrosolvens,Acetate,Production (export),Microbe
7087,Ruminiclostridium_papyrosolvens,CO2,Production (export),Microbe
7088,Ruminiclostridium_papyrosolvens,Cellobiose,Consumption (import),Microbe
7089,Ruminiclostridium_papyrosolvens,Cellulose,Macromolecule degradation,Microbe
7090,Ruminiclostridium_papyrosolvens,D-Arabinose,Consumption (import),Microbe
7091,Ruminiclostridium_papyrosolvens,D-Fructose,Consumption (import),Microbe
7092,Ruminiclostridium_papyrosolvens,D-Galactose,Consumption (import),Microbe
7093,Ruminiclostridium_papyrosolvens,D-Glucose,Consumption (import),Microbe
7094,Ruminiclostridium_papyrosolvens,D-Ribose,Consumption (import),Microbe
7095,Ruminiclostridium_papyrosolvens,D-Xylose,Consumption (import),Microbe
7096,Ruminiclostridium_papyrosolvens,Ethanol,Production (export),Microbe
7097,Ruminiclostridium_papyrosolvens,Glycerol,Consumption (import),Microbe
7098,Ruminiclostridium_papyrosolvens,H2,Production (export),Microbe
7099,Ruminococcus_albus,2-methylbutyrate,Consumption (import),Microbe
7100,Ruminococcus_albus,4-Aminobenzoate,Consumption (import),Microbe
7101,Ruminococcus_albus,Acetate,Production (export),Microbe
7102,Ruminococcus_albus,Biotin,Consumption (import),Microbe
7103,Ruminococcus_albus,CO2,Production (export),Microbe
7104,Ruminococcus_albus,Cellobiose,Consumption (import),Microbe
7105,Ruminococcus_albus,Cellulose,Macromolecule degradation,Microbe
7106,Ruminococcus_albus,D-Glucose,Consumption (import),Microbe
7107,Ruminococcus_albus,D-Psicose,Consumption (import),Microbe
7108,Ruminococcus_albus,Ethanol,Production (export),Microbe
7109,Ruminococcus_albus,H2,Production (export),Microbe
7110,Ruminococcus_albus,"Hemicellulose, not specified",Macromolecule degradation,Microbe
7111,Ruminococcus_albus,Isobutyrate,Consumption (import),Microbe
7112,Ruminococcus_albus,L-Asparagine,Consumption (import),Microbe
7113,Ruminococcus_albus,L-Glutamine,Consumption (import),Microbe
7114,Ruminococcus_albus,L-Tryptophan,Consumption (import),Microbe
7115,Ruminococcus_albus,Linoleic acid,Consumption (import),Microbe
7116,Ruminococcus_albus,NH3,Consumption (import),Microbe
7117,Ruminococcus_albus,Pyridoxal,Consumption (import),Microbe
7118,Ruminococcus_albus,alpha-Linolenic acid,Consumption (import),Microbe
7119,Ruminococcus_bromii,2-methylbutyrate,Consumption (import),Microbe
7120,Ruminococcus_bromii,Acetate,Production (export),Microbe
7121,Ruminococcus_bromii,Adenosylcobalamin,Consumption (import),Microbe
7122,Ruminococcus_bromii,Bicarbonate,Consumption (import),Microbe
7123,Ruminococcus_bromii,Biotin,Consumption (import),Microbe
7124,Ruminococcus_bromii,D-Fructose,Consumption (import),Microbe
7125,Ruminococcus_bromii,D-Psicose,Consumption (import),Microbe
7126,Ruminococcus_bromii,Dextrin,Consumption (import),Microbe
7127,Ruminococcus_bromii,Ethanol,Production (export),Microbe
7128,Ruminococcus_bromii,FOS,Consumption (import),Microbe
7129,Ruminococcus_bromii,Formate,Production (export),Microbe
7130,Ruminococcus_bromii,H2,Production (export),Microbe
7131,Ruminococcus_bromii,Isobutyrate,Consumption (import),Microbe
7132,Ruminococcus_bromii,Isovalerate,Consumption (import),Microbe
7133,Ruminococcus_bromii,L-Cysteine,Consumption (import),Microbe
7134,Ruminococcus_bromii,L-Lactate,Production (export),Microbe
7135,Ruminococcus_bromii,Maltose,Consumption (import),Microbe
7136,Ruminococcus_bromii,NH3,Consumption (import),Microbe
7137,Ruminococcus_bromii,Pantothenic acid,Consumption (import),Microbe
7138,Ruminococcus_bromii,Pyridoxal,Consumption (import),Microbe
7139,Ruminococcus_bromii,Riboflavin,Consumption (import),Microbe
7140,Ruminococcus_bromii,Starch,Macromolecule degradation,Microbe
7141,Ruminococcus_bromii,Succinate,Production (export),Microbe
7142,Ruminococcus_bromii,Sulfate,Consumption (import),Microbe
7143,Ruminococcus_bromii,Thiosulfate,Consumption (import),Microbe
7144,Ruminococcus_flavefaciens,Acetate,Production (export),Microbe
7145,Ruminococcus_flavefaciens,CO2,Consumption (import),Microbe
7146,Ruminococcus_flavefaciens,Cellobiose,Consumption (import),Microbe
7147,Ruminococcus_flavefaciens,Cellulose,Macromolecule degradation,Microbe
7148,Ruminococcus_flavefaciens,D-Glucose,Consumption (import) (-),Microbe
7149,Ruminococcus_flavefaciens,D-Psicose,Consumption (import),Microbe
7150,Ruminococcus_flavefaciens,Formate,Production (export),Microbe
7151,Ruminococcus_flavefaciens,H2,Production (export),Microbe
7152,Ruminococcus_flavefaciens,"Hemicellulose, not specified",Macromolecule degradation,Microbe
7153,Ruminococcus_flavefaciens,Isobutyrate,Consumption (import),Microbe
7154,Ruminococcus_flavefaciens,Isovalerate,Consumption (import),Microbe
7155,Ruminococcus_flavefaciens,L-Lactate,Production (export),Microbe
7156,Ruminococcus_flavefaciens,NH3,Consumption (import),Microbe
7157,Ruminococcus_flavefaciens,Pectin,Macromolecule degradation,Microbe
7158,Ruminococcus_flavefaciens,Succinate,Production (export),Microbe
7159,Ruminococcus_gnavus,Acetate,Production (export),Microbe
7160,Ruminococcus_gnavus,D-Psicose,Consumption (import),Microbe
7161,Ruminococcus_gnavus,Formate,Production (export),Microbe
7162,Ruminococcus_gnavus,Fructan,Macromolecule degradation,Microbe
7163,Ruminococcus_gnavus,H2,Production (export),Microbe
7164,Ruminococcus_gnavus,L-Fucose,Consumption (import),Microbe
7165,Ruminococcus_gnavus,Mucin,Macromolecule degradation,Microbe
7166,Ruminococcus_gnavus,N-Acetylneuraminic acid,Consumption (import),Microbe
7167,Ruminococcus_gnavus,Starch,Macromolecule degradation,Microbe
7168,Ruminococcus_lactaris,D-Psicose,Consumption (import),Microbe
7169,Ruminococcus_lactaris,H2,Production (export),Microbe
7170,Ruminococcus_torques,Acetate,Production (export),Microbe
7171,Ruminococcus_torques,D-Fructose,Consumption (import),Microbe
7172,Ruminococcus_torques,D-Galactose,Consumption (import),Microbe
7173,Ruminococcus_torques,D-Glucose,Consumption (import),Microbe
7174,Ruminococcus_torques,Ethanol,Production (export),Microbe
7175,Ruminococcus_torques,Formate,Production (export),Microbe
7176,Ruminococcus_torques,H2,Production (export),Microbe
7177,Ruminococcus_torques,L-Lactate,Production (export),Microbe
7178,Ruminococcus_torques,Lactose,Consumption (import),Microbe
7179,Ruminococcus_torques,Mucin,Macromolecule degradation,Microbe
7180,Ruminococcus_torques,NH3,Production (export),Microbe
7181,Saccharolobus_solfataricus,CO2,Production (export),Microbe
7182,Saccharolobus_solfataricus,Cellobiose,Consumption (import),Microbe
7183,Saccharolobus_solfataricus,D-Arabinose,Consumption (import),Microbe
7184,Saccharolobus_solfataricus,D-Fructose,Consumption (import),Microbe
7185,Saccharolobus_solfataricus,D-Galactose,Consumption (import),Microbe
7186,Saccharolobus_solfataricus,D-Glucose,Consumption (import),Microbe
7187,Saccharolobus_solfataricus,D-Mannose,Consumption (import),Microbe
7188,Saccharolobus_solfataricus,D-Xylose,Consumption (import),Microbe
7189,Saccharolobus_solfataricus,Maltose,Consumption (import),Microbe
7190,Saccharolobus_solfataricus,Putrescine,Production (export),Microbe
7191,Saccharolobus_solfataricus,Sucrose,Consumption (import),Microbe
7192,Saccharolobus_solfataricus,Trehalose,Consumption (import),Microbe
7193,Saccharomyces_cerevisiae,D-Galactose,Consumption (import),Microbe
7194,Saccharomyces_cerevisiae,D-Gluconate,Consumption (import),Microbe
7195,Saccharomyces_cerevisiae,D-Glucose,Consumption (import),Microbe
7196,Saccharomyces_cerevisiae,D-Mannose,Consumption (import),Microbe
7197,Saccharomyces_cerevisiae,D-Xylulose,Consumption (import),Microbe
7198,Saccharomyces_cerevisiae,Ethanol,Production (export),Microbe
7199,Saccharomyces_cerevisiae,Glycerol,Production (export),Microbe
7200,Saccharomyces_cerevisiae,L-Arabitol,Production (export),Microbe
7201,Saccharomyces_cerevisiae,L-Lactate,Consumption (import),Microbe
7202,Saccharomyces_cerevisiae,L-Tryptophan,Consumption (import),Microbe
7203,Saccharomyces_cerevisiae,Maltose,Consumption (import),Microbe
7204,Saccharomyces_cerevisiae,Raffinose,Consumption (import),Microbe
7205,Saccharomyces_cerevisiae,Sucrose,Consumption (import),Microbe
7206,Saccharomyces_cerevisiae,Trehalose,Consumption (import),Microbe
7207,Saccharomyces_cerevisiae,Xylitol,Production (export),Microbe
7208,Salmonella_enterica,"1,2-propanediol",Consumption (import),Microbe
7209,Salmonella_enterica,Adenosylcobalamin,Production (export),Microbe
